Platform,Title,Level,Price,Language,Rating
edX,Improving Global Health: Focusing on Quality and Safety,Intermediate,99.0,English,2.0
edX,CS50 for Lawyers,Beginner,99.0,English,3.0
edX,Data Science: Visualization,Beginner,49.0,English,4.0
edX,Christianity Through Its Scriptures,Beginner,99.0,English,5.0
edX,The Science of Happiness,Beginner,169.0,English,4.0
edX,Leaders of Learning,Beginner,99.0,English,1.0
edX,Exercising Leadership: Foundational Principles,Beginner,99.0,English,5.0
edX,Data Science: Probability,Beginner,49.0,English,4.0
edX,Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,Intermediate,70.0,English,2.0
edX,"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",Beginner,99.0,English,4.0
edX,Introduction to Family Engagement in Education,Beginner,70.0,English,3.0
edX,Italian Language and Culture: Beginner (2019-2020),Beginner,49.0,Italiano,5.0
edX,Steps in Japanese for Beginners1 Part1,Beginner,49.0,English,5.0
edX,How to Write an Essay,Beginner,49.0,English,4.0
edX,Energy Within Environmental Constraints,Beginner,99.0,English,4.0
edX,Introduction to Probability,Intermediate,99.0,English,4.0
edX,AnatomyX: Musculoskeletal Cases,Intermediate,99.0,English,5.0
edX,Data Science: Inference and Modeling,Beginner,49.0,English,2.0
edX,Strengthening Community Health Worker Programs,Beginner,79.0,English,4.0
edX,Buddhism Through Its Scriptures,Beginner,99.0,English,4.0
edX,Introduction to Linux,Beginner,199.0,English,4.0
edX,"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",Beginner,99.0,English,2.0
edX,Shakespeare's Life and Work,Beginner,49.0,English,4.0
edX,Marketing Digital: Content & Community Manager,Beginner,49.0,Español,3.0
edX,Accounting and Finance,Intermediate,150.0,English,4.0
edX,Computing in Python I: Fundamentals and Procedural Programming,Beginner,99.0,English,2.0
edX,"Nutrition, Exercise and Sports",Intermediate,49.0,English,3.0
edX,Becoming an Entrepreneur,Beginner,69.0,English,2.0
edX,"Religion, Conflict and Peace",Beginner,49.0,English,2.0
edX,"Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",Beginner,49.0,English,3.0
edX,Academic and Business Writing,Beginner,49.0,English,3.0
edX,Data Science: Capstone,Beginner,99.0,English,4.0
edX,Basics of Computing and Programming,Beginner,200.0,English,5.0
edX,"Fundamentals of Neuroscience, Part 2: Neurons and Networks",Beginner,99.0,English,4.0
edX,Successful Negotiation: Essential Strategies and Skills,Beginner,49.0,English,4.0
edX,Data Science: Linear Regression,Beginner,49.0,English,4.0
edX,HTML5 and CSS Fundamentals,Beginner,199.0,English,4.0
edX,Data Science: Productivity Tools,Beginner,49.0,English,5.0
edX,Introduction to Corporate Finance,Beginner,225.0,English,4.0
edX,Computer Science 101,Beginner,149.0,English,4.0
edX,Data Science: Wrangling,Beginner,49.0,English,4.0
edX,A Hands-on Introduction to Engineering Simulations,Intermediate,199.0,English,3.0
edX,AI for Everyone: Master the Basics,Beginner,49.0,English,2.0
edX,The Psychology of Criminal Justice,Beginner,99.0,English,2.0
edX,Machine Learning with Python: A Practical Introduction,Beginner,39.0,English,4.0
edX,Analyzing Data with Python,Beginner,39.0,English,5.0
edX,Excel: gestión de datos,Intermediate,75.0,Español,4.0
edX,Probability - The Science of Uncertainty and Data,Advanced,300.0,English,3.0
edX,"Fundamentals of Neuroscience, Part 3: The Brain",Beginner,99.0,English,5.0
edX,Sikhism Through Its Scriptures,Beginner,99.0,English,5.0
edX,Upper-Intermediate English: Business and Modern Life,Intermediate,50.0,English,5.0
edX,Introduction to Probability,Intermediate,99.0,English,5.0
edX,Religious Literacy: Traditions and Scriptures,Beginner,99.0,English,4.0
edX,Programación para todos (empezando con Python),Beginner,49.0,Español,3.0
edX,Analyzing and Visualizing Data with Power BI,Beginner,99.0,English,5.0
edX,High-Dimensional Data Analysis,Advanced,149.0,English,5.0
edX,Introduction To Music Theory,Beginner,49.0,English,5.0
edX,Human Anatomy,Beginner,139.0,English,5.0
edX,"CitiesX: The Past, Present and Future of Urban Life",Beginner,99.0,English,1.0
edX,The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,Beginner,99.0,English,3.0
edX,Entrepreneurship 101: Who is your customer?,Beginner,49.0,English,1.0
edX,"U.S. Public Policy: Social, Economic, and Foreign Policies",Beginner,49.0,English,4.0
edX,Machine Learning with Python: from Linear Models to Deep Learning,Advanced,300.0,English,5.0
edX,Introduction to Data Science,Beginner,39.0,English,3.0
edX,Circuits and Electronics 1: Basic Circuit Analysis,Beginner,169.0,English,4.0
edX,Introduction to Investments,Intermediate,50.0,English,4.0
edX,Improving Your Business Through a Culture of Health,Beginner,99.0,English,4.0
edX,Introduction to Linear Models and Matrix Algebra,Intermediate,149.0,English,5.0
edX,DO Your Venture: Entrepreneurship For Everyone,Beginner,150.0,English,1.0
edX,El valor de la creatividad y la innovación: La Economía Naranja,Beginner,25.0,Español,5.0
edX,Humanitarian Response to Conflict and Disaster,Beginner,99.0,English,4.0
edX,"Women Making History: Ten Objects, Many Stories",Beginner,99.0,English,4.0
edX,Masterpieces of World Literature,Beginner,149.0,English,3.0
edX,SQL for Data Science,Beginner,39.0,English,4.0
edX,El cerebro y las emociones en el lenguaje,Beginner,49.0,Español,4.0
edX,Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),Beginner,169.0,English,3.0
edX,Python: aprender a programar,Beginner,49.0,Español,4.0
edX,Marketing Analytics: Competitive Analysis and Market Segmentation,Intermediate,249.0,English,4.0
edX,MalariaX: Defeating Malaria from the Genes to the Globe,Intermediate,49.0,English,4.0
edX,Entrepreneurship in Emerging Economies,Beginner,125.0,English,2.0
edX,JavaScript Introduction,Beginner,199.0,English,2.0
edX,People Management,Beginner,150.0,English,5.0
edX,Using Email for Networking in English,Beginner,149.0,English,3.0
edX,Databases: Relational Databases and SQL,Beginner,50.0,English,5.0
edX,C Programming: Getting Started,Beginner,49.0,English,5.0
edX,Supply Chain Analytics,Beginner,199.0,English,1.0
edX,Programming for the Web with JavaScript,Intermediate,149.0,English,5.0
edX,Introduction to Digital Humanities,Beginner,99.0,English,4.0
edX,Upper-Intermediate English: Business and Industry,Intermediate,50.0,English,3.0
edX,EmSAT English Preparation - Level 1,Beginner,49.0,English,4.0
edX,Python for Data Science,Advanced,350.0,English,2.0
edX,Empathy and Emotional Intelligence at Work,Beginner,199.0,English,4.0
edX,Design Thinking and Creativity for Innovation,Intermediate,5.0,English,3.0
edX,China and Communism,Beginner,139.0,English,1.0
edX,Mandarin Chinese Level 1,Beginner,149.0,English,5.0
edX,Introduction to Biology - The Secret of Life,Beginner,150.0,English,5.0
edX,Photoshop: una herramienta para presentaciones innovadoras,Beginner,19.0,Español,4.0
edX,Causal Diagrams: Draw Your Assumptions Before Your Conclusions,Beginner,99.0,English,5.0
edX,生活英语听说 | Conversational English Skills,Beginner,49.0,English,5.0
edX,Shakespeare’s Othello: The Moor,Beginner,49.0,English,5.0
edX,Basic Spanish 2: One Step Further,Beginner,50.0,English,2.0
edX,Financial Market Analysis,Intermediate,25.0,English,5.0
edX,CS50's Computer Science for Business Professionals,Beginner,90.0,English,2.0
edX,Gobierno Digital,Beginner,25.0,Español,4.0
edX,Upper-Intermediate English: Business and Globalization,Intermediate,50.0,English,5.0
edX,The Opioid Crisis in America,Beginner,99.0,English,4.0
edX,Gestión de Proyectos de Desarrollo,Beginner,49.0,Español,2.0
edX,Statistical Learning,Beginner,50.0,English,5.0
edX,Introduction to Social Psychology,Beginner,99.0,English,4.0
edX,Artificial Intelligence (AI),Advanced,249.0,English,4.0
edX,American Government: Constitutional Foundations,Beginner,49.0,English,5.0
edX,Introducción a la inversión bursátil,Beginner,50.0,Español,4.0
edX,Japanese Books: From Manuscript to Print,Beginner,100.0,English,3.0
edX,Foundations of Modern Finance  I,Advanced,450.0,English,2.0
edX,Operations Management,Intermediate,150.0,English,5.0
edX,Marketing Management,Intermediate,150.0,English,1.0
edX,Marketing enfocado en la estrategia de servicios,Beginner,119.0,Español,4.0
edX,Introduction to Marketing,Beginner,150.0,English,4.0
edX,Programming Basics,Beginner,149.0,English,5.0
edX,Probability and Statistics in Data Science using Python,Advanced,350.0,English,2.0
edX,HTML5 Coding Essentials and Best Practices,Intermediate,199.0,English,5.0
edX,First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,Beginner,49.0,English,5.0
edX,Cell Biology: Mitochondria,Beginner,99.0,English,5.0
edX,"Algorithms: Design and Analysis, Part 1",Intermediate,149.0,English,2.0
edX,Introducción al Office 365,Beginner,75.0,Español,3.0
edX,Creative Thinking: Techniques and Tools for Success,Beginner,49.0,English,3.0
edX,Upper-Intermediate English: Business and Technology,Intermediate,50.0,English,5.0
edX,Shakespeare's Hamlet: The Ghost,Beginner,49.0,English,5.0
edX,FlashDiet: Aprende a comer sano,Beginner,50.0,Español,3.0
edX,CS50's Understanding Technology,Beginner,90.0,English,4.0
edX,Introduction to Aerospace Structures and Materials,Beginner,50.0,English,3.0
edX,Visualizing Data with Python,Intermediate,39.0,English,5.0
edX,Success: Practical Thinking Skills,Beginner,50.0,English,1.0
edX,English for Doing Business in Asia – Speaking,Beginner,60.0,English,5.0
edX,Nutrition and Health: Macronutrients and Overnutrition,Beginner,99.0,English,4.0
edX,"Contemporary China: The People's Republic, Taiwan, and Hong Kong",Beginner,139.0,English,3.0
edX,Introduction to Clinical Psychology,Beginner,99.0,English,4.0
edX,Modern Masterpieces of World Literature,Beginner,99.0,English,3.0
edX,"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",Beginner,49.0,English,4.0
edX,Applied Scrum for Agile Project Management,Advanced,199.0,English,3.0
edX,Corporate Finance,Intermediate,150.0,English,5.0
edX,Judaism Through Its Scriptures,Beginner,99.0,English,4.0
edX,Excel avanzado: importación y análisis de datos,Advanced,75.0,Español,4.0
edX,CSS Basics,Beginner,199.0,English,4.0
edX,Unlocking Information Security: Part I,Intermediate,149.0,English,4.0
edX,Becoming an Effective Leader,Intermediate,99.0,English,5.0
edX,Digital Branding and Engagement,Intermediate,99.0,English,2.0
edX,Introduction to Cybersecurity,Beginner,199.0,English,4.0
edX,General Academic English|生活英语进阶,Beginner,49.0,English,3.0
edX,Gestión de personas: Recursos Humanos,Beginner,119.0,Español,4.0
edX,From Poverty to Prosperity: Understanding Economic Development,Intermediate,149.0,English,3.0
edX,Medical Terminology,Beginner,79.0,English,4.0
edX,Ancient Masterpieces of World Literature,Beginner,99.0,English,2.0
edX,Shakespeare's The Merchant of Venice: Shylock,Beginner,49.0,English,2.0
edX,Gestión del estrés y Mindfulness,Beginner,49.0,Español,2.0
edX,Behavioural Economics in Action,Beginner,139.0,English,5.0
edX,Finance for Everyone: Smart Tools for Decision-Making,Beginner,49.0,English,2.0
edX,Creating Innovative Business Models,Beginner,149.0,English,3.0
edX,u.lab: Leading From the Emerging Future,Beginner,99.0,English,4.0
edX,Electric Cars: Introduction,Intermediate,50.0,English,5.0
edX,Inteligencia Artificial para todos: Domina los fundamentos,Beginner,49.0,Español,4.0
edX,Marketing Analytics,Advanced,249.0,English,5.0
edX,Introducción a la Regulación Emocional basada en Mindfulness,Beginner,49.0,Español,4.0
edX,Design Thinking Fundamentals,Intermediate,299.0,English,5.0
edX,Basic Spanish 3: Getting there,Beginner,50.0,English,4.0
edX,Mi propia huerta orgánica,Beginner,29.0,Español,4.0
edX,Sustainability in Architecture: An Interdisciplinary Introduction,Intermediate,50.0,English,4.0
edX,Gestión de riesgos en proyectos de desarrollo,Intermediate,25.0,Español,5.0
edX,Python Data Structures,Beginner,49.0,English,5.0
edX,The Science and Business of Biotechnology,Intermediate,49.0,English,5.0
edX,Finance Essentials,Beginner,79.0,English,2.0
edX,Introduction to the Internet of Things (IoT),Beginner,149.0,English,3.0
edX,'Talk to me': Improving mental health and suicide prevention in young adults,Beginner,139.0,English,2.0
edX,Disaster Medicine Training,Beginner,50.0,English,5.0
edX,Nutrition and Health: Human Microbiome,Beginner,49.0,English,1.0
edX,Customer Relationship Management,Intermediate,50.0,English,1.0
edX,Islam Through Its Scriptures,Beginner,99.0,English,4.0
edX,Mechatronics Revolution: Fundamentals and Core Concepts,Beginner,149.0,English,3.0
edX,Accounting for Decision-Making,Intermediate,150.0,English,4.0
edX,C Programming: Language Foundations,Beginner,49.0,English,5.0
edX,Big Data sin misterios,Intermediate,25.0,Español,2.0
edX,Becoming a Successful Leader (Inclusive Leadership Training),Beginner,49.0,English,5.0
edX,"English for Journalists, Part 1",Intermediate,139.0,English,5.0
edX,Introduction to Networking,Beginner,150.0,English,2.0
edX,Accounting Essentials,Beginner,79.0,English,5.0
edX,Introduction to Java Programming: Starting to code in Java,Beginner,149.0,English,5.0
edX,European Paintings: From Leonardo to Rembrandt to Goya,Beginner,99.0,English,5.0
edX,Java Programming Fundamentals,Intermediate,49.0,English,4.0
edX,"Hollywood: History, Industry, Art",Beginner,169.0,English,3.0
edX,Data Science Tools,Beginner,39.0,English,3.0
edX,Statistical Thinking for Data Science and Analytics,Beginner,99.0,English,4.0
edX,Philosophy and Critical Thinking,Beginner,99.0,English,5.0
edX,International Law,Advanced,150.0,English,2.0
edX,Tourism and Travel Management,Beginner,5.0,English,2.0
edX,Project Management Life Cycle,Intermediate,150.0,English,4.0
edX,Solar Energy,Beginner,50.0,English,3.0
edX,Public Speaking,Beginner,199.0,English,4.0
edX,Japanese Pronunciation for Communication,Beginner,99.0,日本語,4.0
edX,Mindfulness and Resilience to Stress at Work,Beginner,199.0,English,4.0
edX,Framing Your Communication to Inspire and Convince,Intermediate,125.0,English,5.0
edX,Business Foundations,Beginner,150.0,English,3.0
edX,The Chemistry of Life,Beginner,49.0,English,5.0
edX,Nutrition and Health: Micronutrients and Malnutrition,Intermediate,99.0,English,4.0
edX,Digital Design,Beginner,50.0,English,4.0
edX,Machine Learning for Data Science and Analytics,Beginner,99.0,English,4.0
edX,The Science of Everyday Thinking,Beginner,99.0,English,5.0
edX,Gestion de projets de développement,Intermediate,25.0,Français,4.0
edX,Product Management Fundamentals,Beginner,199.0,English,5.0
edX,International Human Rights Law,Advanced,150.0,English,4.0
edX,The Best Start in Life: Early Childhood Development for Sustainable Development,Intermediate,49.0,English,3.0
edX,Data Science and Machine Learning Capstone Project,Intermediate,99.0,English,3.0
edX,"Data Science for Construction, Architecture and Engineering",Beginner,199.0,English,4.0
edX,"Nutrition, Heart Disease and Diabetes",Intermediate,99.0,English,2.0
edX,Project Management for Development,Intermediate,49.0,English,5.0
edX,Introduction to Cloud Infrastructure Technologies,Beginner,169.0,English,4.0
edX,"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",Beginner,65.0,English,4.0
edX,Machine Learning,Advanced,249.0,English,3.0
edX,Introducción a la gestión de proyectos,Beginner,50.0,Español,2.0
edX,Free Cash Flow Analysis,Beginner,225.0,English,2.0
edX,Lean Production,Beginner,99.0,English,1.0
edX,Introduction to Algebra,Beginner,139.0,English,2.0
edX,"LaTeX for Students, Engineers, and Scientists",Beginner,139.0,English,5.0
edX,Leading With Effective Communication (Inclusive Leadership Training),Beginner,50.0,English,1.0
edX,Anatomy: Musculoskeletal and Integumentary Systems,Beginner,49.0,English,5.0
edX,"Inglés empresarial: ventas, gestión y liderazgo",Beginner,49.0,English,5.0
edX,Business Strategy from Wharton: Competitive Advantage,Intermediate,199.0,English,5.0
edX,Inteligencia emocional para el liderazgo efectivo y colaboración,Beginner,49.0,Español,5.0
edX,Introducción al desarrollo de aplicaciones web,Beginner,49.0,Español,2.0
edX,"Six Sigma: Analyze, Improve, Control",Beginner,99.0,English,5.0
edX,Introducción a la inteligencia emocional,Beginner,49.0,Español,3.0
edX,AP® Microeconomics,Beginner,49.0,English,5.0
edX,Engineering Calculus and Differential Equations,Beginner,50.0,English,4.0
edX,Linear Algebra - Foundations to Frontiers,Intermediate,49.0,English,5.0
edX,Habilidades de negociación y comunicación efectiva,Beginner,149.0,Español,1.0
edX,Effective Communication for Today's Leader,Intermediate,149.0,English,5.0
edX,Electric Cars: Technology,Intermediate,50.0,English,5.0
edX,Site Planning Online,Intermediate,99.0,English,1.0
edX,Macroeconometric Forecasting,Intermediate,25.0,English,2.0
edX,Administración pública y fiscal: cómo se gestiona un gobierno,Beginner,25.0,Español,4.0
edX,Fundamentals of Red Hat Enterprise Linux,Beginner,99.0,English,5.0
edX,Algorithms,Intermediate,149.0,English,2.0
edX,Calculus Applied!,Intermediate,99.0,English,4.0
edX,Precalculus,Intermediate,49.0,English,3.0
edX,Fundamentos de anatomía y técnica quirúrgica básica,Beginner,49.0,Español,3.0
edX,Business Communications,Beginner,150.0,English,4.0
edX,Italian Language and Culture: Intermediate (2019-2020),Intermediate,49.0,Italiano,5.0
edX,International Women's Health and Human Rights,Beginner,50.0,English,5.0
edX,Blockchain: Understanding Its Uses and Implications,Beginner,199.0,English,5.0
edX,"A-level Mathematics for Year 12 - Course 1: Algebraic Methods, Graphs and Applied Mathematics Methods",Intermediate,49.0,English,3.0
edX,Blockchain Technology,Intermediate,99.0,English,3.0
edX,Basics of Power BI,Beginner,49.0,English,3.0
edX,Preparing to Network in English,Beginner,149.0,English,4.0
edX,Mandarin Chinese Essentials,Beginner,99.0,English,3.0
edX,Human Rights: The Rights of Refugees,Beginner,49.0,English,3.0
edX,What do Architects and Urban Planners do?,Beginner,49.0,English,4.0
edX,"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",Beginner,49.0,English,4.0
edX,Negotiation Skills and Effective Communication,Intermediate,149.0,English,1.0
edX,AP® English Literature & Composition – Part 1: Stories,Beginner,49.0,English,4.0
edX,"Viruses & How to Beat Them: Cells, Immunity, Vaccines",Beginner,149.0,English,5.0
edX,Alianzas: un vehículo para lograr el desarrollo sostenible,Beginner,25.0,Español,1.0
edX,Designing and Creating Skirts,Beginner,99.0,English,2.0
edX,Cómo Aprender Online,Beginner,49.0,Español,4.0
edX,Computing in Python II: Control Structures,Beginner,99.0,English,4.0
edX,Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,Beginner,49.0,Español,3.0
edX,Machine Learning Fundamentals,Advanced,350.0,English,4.0
edX,Pre-University Calculus,Beginner,50.0,English,4.0
edX,Tsinghua Chinese: Start Talking with 1.3 Billion People,Beginner,49.0,English,5.0
edX,Deep Learning with Python and PyTorch,Intermediate,99.0,English,5.0
edX,Diseña presentaciones eficaces con Powerpoint,Beginner,50.0,Español,4.0
edX,World of Wine: From Grape to Glass,Beginner,199.0,English,4.0
edX,Sustainable Cities,Intermediate,49.0,English,4.0
edX,Introduction to Developmental Psychology,Beginner,99.0,English,4.0
edX,Creativity & Entrepreneurship,Beginner,49.0,English,5.0
edX,College Algebra and Problem Solving,Beginner,49.0,English,3.0
edX,Academic writing for clarity and meaning,Beginner,49.0,English,5.0
edX,Financial Development and Financial Inclusion,Intermediate,25.0,English,2.0
edX,Global Public Health,Intermediate,49.0,English,5.0
edX,Embedded Systems - Shape The World: Microcontroller Input/Output,Intermediate,49.0,English,4.0
edX,Introduction to Animal Behaviour,Beginner,49.0,English,5.0
edX,Circular Economy: An Introduction,Beginner,50.0,English,4.0
edX,Public Financial Management,Intermediate,25.0,English,2.0
edX,Anatomy: Human Neuroanatomy,Beginner,49.0,English,3.0
edX,Android: Introducción a la Programación,Beginner,50.0,Español,3.0
edX,The Ancient Greek Hero,Beginner,99.0,English,4.0
edX,Agile Leadership Principles and Practices,Advanced,199.0,English,4.0
edX,How to Code: Simple Data,Beginner,125.0,English,3.0
edX,Cybersecurity and Privacy in the IoT,Beginner,199.0,English,5.0
edX,Strategic Management,Beginner,150.0,English,3.0
edX,Introducción a la ciencia de datos y sus aplicaciones,Beginner,39.0,Español,4.0
edX,"Biochemistry: Biomolecules, Methods, and Mechanisms",Intermediate,150.0,English,5.0
edX,Astronomía Virtual,Beginner,29.0,Español,4.0
edX,Nutrition and Cancer,Intermediate,99.0,English,2.0
edX,Build your very first iOS app,Beginner,149.0,English,4.0
edX,Object-Oriented Programming,Beginner,149.0,English,1.0
edX,Introduction to Jenkins,Beginner,199.0,English,4.0
edX,Conducting an Informational Interview,Beginner,99.0,English,4.0
edX,Liderazgo y comportamiento organizacional,Beginner,149.0,Español,4.0
edX,Creative Coding,Beginner,249.0,English,3.0
edX,Análisis estadístico con Excel,Beginner,49.0,Español,4.0
edX,Introducción a la Ingeniería del Software,Beginner,49.0,Español,4.0
edX,Computer Graphics,Intermediate,99.0,English,3.0
edX,Data Science: Computational Thinking with Python,Beginner,199.0,English,4.0
edX,Comunicación efectiva para el líder actual,Beginner,149.0,Español,4.0
edX,Debate y argumentación,Beginner,49.0,Español,4.0
edX,Deep Learning with Tensorflow,Intermediate,99.0,English,3.0
edX,Machine Learning (aprendizaje automático) con Python: una introducción práctica,Beginner,49.0,Español,4.0
edX,Essential Human Biology: Cells and Tissues,Beginner,169.0,English,3.0
edX,"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",Intermediate,49.0,English,5.0
edX,Computing in Python III: Data Structures,Beginner,99.0,English,4.0
edX,Introduction to Internet of Things (IoT),Beginner,49.0,English,3.0
edX,Nutrition and Health: Food Risks,Beginner,49.0,English,4.0
edX,Mechanics: Kinematics and Dynamics,Intermediate,49.0,English,4.0
edX,Storytelling for Social Change,Beginner,49.0,English,4.0
edX,Introduction to Data Analytics for Managers,Beginner,49.0,English,4.0
edX,Qualitative Research Methods: Conversational Interviewing,Intermediate,49.0,English,5.0
edX,International Project Management,Advanced,150.0,English,4.0
edX,Software Development Fundamentals,Intermediate,149.0,English,4.0
edX,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",Beginner,49.0,English,3.0
edX,Critical Thinking & Problem Solving,Beginner,199.0,English,4.0
edX,Data Analysis Essentials,Beginner,79.0,English,4.0
edX,Master Control in Supply Chain Management and Logistics,Beginner,49.0,English,5.0
edX,Work and Employment for a Sustainable Future,Intermediate,49.0,English,5.0
edX,Foundations of Data Structures,Intermediate,149.0,English,3.0
edX,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",Intermediate,25.0,English,5.0
edX,IoT System Design: Software and Hardware Integration,Intermediate,99.0,English,2.0
edX,English for Doing Business in Asia – Writing,Beginner,60.0,English,4.0
edX,Working in Teams: A Practical Guide,Beginner,49.0,English,4.0
edX,Introducción a los encofrados y las cimbras en obra civil y edificación,Beginner,50.0,Español,1.0
edX,AI Chatbots without Programming,Beginner,99.0,English,4.0
edX,Introducción a la Ciencia de Datos y el Big Data,Intermediate,49.0,Español,4.0
edX,Just Money: Banking as if Society Mattered,Beginner,49.0,English,5.0
edX,Introducción a R,Beginner,49.0,Español,1.0
edX,Computing in Python IV: Objects & Algorithms,Beginner,99.0,English,2.0
edX,Adobe Illustrator: aprende a crear presentaciones de impacto,Beginner,15.0,Español,4.0
edX,Teaching Critical Thinking through Art with the National Gallery of Art,Beginner,25.0,English,2.0
edX,Word intermedio: herramientas de formato y productividad,Intermediate,50.0,Español,4.0
edX,Introducción a las finanzas: Principios de valoración,Intermediate,49.0,Español,5.0
edX,Aprende a diseñar jardines verticales y cuadros vivos,Beginner,29.0,Español,5.0
edX,"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",Beginner,49.0,English,4.0
edX,Software Engineering: Introduction,Advanced,125.0,English,2.0
edX,Structure of Materials,Intermediate,150.0,English,5.0
edX,Fundamentos de fotografía documental,Beginner,49.0,Español,4.0
edX,AP® Italian Language and Culture (2020-2021),Advanced,49.0,Italiano,2.0
edX,Computer Hardware and Operating Systems,Beginner,150.0,English,4.0
edX,Marketing Management,Advanced,214.0,English,4.0
edX,You Can Innovate: User  Innovation & Entrepreneurship,Beginner,49.0,English,3.0
edX,Analytics in Python,Intermediate,249.0,English,4.0
edX,Bases Matemáticas: Álgebra,Beginner,50.0,Español,3.0
edX,HTML5 Apps and Games,Advanced,199.0,English,4.0
edX,MATLAB and Octave for Beginners,Beginner,139.0,English,4.0
edX,AP Physics 1,Beginner,49.0,English,2.0
edX,The Divine Comedy: Dante's Journey to Freedom,Beginner,49.0,English,5.0
edX,Linux Basics: The Command Line Interface,Beginner,49.0,English,5.0
edX,Entrepreneurial Operations: Launching a Startup,Intermediate,149.0,English,2.0
edX,Maths Essentials,Beginner,79.0,English,4.0
edX,"Marketing Analytics: Products, Distribution and Sales",Intermediate,249.0,English,1.0
edX,Marketing Innovative Products and Services,Beginner,149.0,English,3.0
edX,Just Reading and Writing in English | 生活英语读写,Beginner,149.0,English,5.0
edX,Introduction to Java Programming – Part 1,Beginner,99.0,English,4.0
edX,Comunicación y Redacción Digital,Beginner,29.0,Español,4.0
edX,Monetary Policy Analysis and Forecasting,Advanced,25.0,English,4.0
edX,Basic Analytical Chemistry,Beginner,49.0,English,5.0
edX,Identifying Entrepreneurial Opportunities,Beginner,149.0,English,4.0
edX,"ChinaX Book Club: Five Authors, Five Books, Five Views of China",Beginner,139.0,English,3.0
edX,Astrophysics: Cosmology,Intermediate,50.0,English,4.0
edX,Japanese Culture and Language (I) |日语与日本文化（1）,Beginner,139.0,中文,5.0
edX,COVID-19 Training for Healthcare Workers,Beginner,10.0,English,3.0
edX,The Rise of Superheroes and Their Impact On Pop Culture,Beginner,50.0,English,5.0
edX,Introduction to Aeronautical Engineering,Beginner,50.0,English,1.0
edX,Diseño de Jardines,Beginner,29.0,Español,3.0
edX,"Introducción al griego clásico: lengua, nombres y mitología",Beginner,49.0,Español,5.0
edX,Deep Learning Fundamentals with Keras,Intermediate,99.0,English,5.0
edX,Existential Well-being Counseling: A Person-centered Experiential Approach,Beginner,49.0,English,4.0
edX,Solid Waste Management,Beginner,5.0,English,4.0
edX,Retail Fundamentals,Intermediate,99.0,English,5.0
edX,Greatest Unsolved Mysteries of the Universe,Intermediate,50.0,English,5.0
edX,"Money Markets, Foreign Exchange and Time Value of Money",Beginner,199.0,English,3.0
edX,Gestión de Contenidos Digitales y Marketing Turístico de Ciudad,Beginner,49.0,Español,2.0
edX,Designing the User Experience,Beginner,199.0,English,1.0
edX,Introduction to Bioconductor,Intermediate,149.0,English,4.0
edX,Connected Strategy,Intermediate,199.0,English,3.0
edX,Hybrid Vehicles,Advanced,249.0,English,4.0
edX,First Nights - Handel's Messiah and Baroque Oratorio,Beginner,49.0,English,4.0
edX,Statistical Inference and Modeling for High-throughput Experiments,Intermediate,149.0,English,3.0
edX,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,Beginner,49.0,English,5.0
edX,18th-Century Opera: Handel & Mozart,Beginner,99.0,English,4.0
edX,Introduction to video game development with Unity,Intermediate,50.0,English,3.0
edX,Best Practices for Project Management Success,Intermediate,150.0,English,5.0
edX,Fundamentos de la Tecnología Blockchain,Beginner,49.0,Español,2.0
edX,Información financiera y su análisis,Advanced,49.0,Español,2.0
edX,Coaching Skills for Learner-Centred Conversations,Beginner,49.0,English,4.0
edX,Intellectual Property Law and Policy: Part 1,Intermediate,169.0,English,5.0
edX,Robotics,Advanced,249.0,English,5.0
edX,La gestion des ressources humaines,Beginner,99.0,Français,4.0
edX,Writing for Social Justice,Beginner,50.0,English,2.0
edX,Steps in Japanese for Beginners1 Part2,Beginner,99.0,English,4.0
edX,Case Studies in Functional Genomics,Advanced,149.0,English,4.0
edX,Essential Career Skills for Investment Banking and Finance,Beginner,49.0,English,5.0
edX,Data Structures and Software Design,Intermediate,149.0,English,4.0
edX,Unconscious Bias: From Awareness to Action,Beginner,49.0,English,5.0
edX,Cybersecurity for Critical Urban Infrastructure,Advanced,100.0,English,5.0
edX,"Agile Process, Project, and Program Controls",Advanced,199.0,English,3.0
edX,Risk Management in Development Projects,Intermediate,25.0,English,1.0
edX,"Pintura europea: Leonardo, Rembrandt, Goya",Beginner,29.0,Español,5.0
